0	:invoke	:read	nil
0	:ok	:read	[]
1	:invoke	:read	nil
1	:ok	:read	[]
2	:invoke	:read	nil
2	:ok	:read	[]
3	:invoke	:broadcast	0
3	:ok	:broadcast	0
4	:invoke	:read	nil
4	:ok	:read	[0]
0	:invoke	:broadcast	1
0	:ok	:broadcast	1
0	:invoke	:broadcast	2
0	:ok	:broadcast	2
1	:invoke	:broadcast	3
1	:ok	:broadcast	3
2	:invoke	:read	nil
2	:ok	:read	[3 0 1 2]
3	:invoke	:broadcast	4
3	:ok	:broadcast	4
4	:invoke	:broadcast	5
4	:ok	:broadcast	5
0	:invoke	:read	nil
0	:ok	:read	[3 4 5 0 1 2]
0	:invoke	:broadcast	6
0	:ok	:broadcast	6
1	:invoke	:read	nil
1	:ok	:read	[2 3 4 5 6 0 1]
2	:invoke	:broadcast	7
2	:ok	:broadcast	7
3	:invoke	:broadcast	8
3	:ok	:broadcast	8
4	:invoke	:broadcast	9
4	:ok	:broadcast	9
0	:invoke	:read	nil
0	:ok	:read	[2 4 5 6 9 0 1 3 7 8]
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
1	:invoke	:read	nil
1	:ok	:read	[3 4 5 8 0 2 7 9 10 1 6]
2	:invoke	:broadcast	11
2	:ok	:broadcast	11
3	:invoke	:read	nil
3	:ok	:read	[2 3 5 6 7 8 0 1 10 11 4 9]
4	:invoke	:broadcast	12
4	:ok	:broadcast	12
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
0	:invoke	:broadcast	14
0	:ok	:broadcast	14
1	:invoke	:read	nil
1	:ok	:read	[1 9 11 13 8 0 2 3 4 5 6 7 10 14 12]
2	:invoke	:broadcast	15
2	:ok	:broadcast	15
3	:invoke	:broadcast	16
3	:ok	:broadcast	16
4	:invoke	:broadcast	17
4	:ok	:broadcast	17
0	:invoke	:broadcast	18
0	:ok	:broadcast	18
0	:invoke	:read	nil
0	:ok	:read	[16 0 3 7 8 9 10 12 17 2 4 5 6 13 14 1 18 11 15]
1	:invoke	:broadcast	19
1	:ok	:broadcast	19
2	:invoke	:broadcast	20
2	:ok	:broadcast	20
3	:invoke	:read	nil
3	:ok	:read	[3 8 10 12 14 15 16 18 13 20 0 1 2 5 6 7 4 9 11 17 19]
4	:invoke	:read	nil
4	:ok	:read	[1 7 10 11 15 16 0 9 12 18 17 19 13 14 2 3 4 5 6 8 20]
0	:invoke	:read	nil
0	:ok	:read	[11 15 20 8 9 10 12 16 0 3 7 17 6 13 14 2 4 5 1 18 19]
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
1	:invoke	:read	nil
1	:ok	:read	[12 16 19 1 9 11 13 15 18 0 2 3 4 5 8 17 20 6 7 10 14 21]
2	:invoke	:broadcast	22
2	:ok	:broadcast	22
3	:invoke	:broadcast	23
3	:ok	:broadcast	23
4	:invoke	:read	nil
4	:ok	:read	[16 1 7 10 11 15 0 9 12 18 23 17 19 8 13 14 2 3 4 5 6 20 21 22]
0	:invoke	:read	nil
0	:ok	:read	[21 23 1 18 19 22 11 15 20 8 9 10 12 16 0 3 7 17 6 13 14 2 4 5]
0	:invoke	:read	nil
0	:ok	:read	[11 15 20 22 10 12 16 0 3 7 8 9 17 14 2 4 5 6 13 1 18 19 21 23]
1	:invoke	:read	nil
1	:ok	:read	[9 11 13 15 1 2 3 4 5 8 17 18 0 22 20 7 10 14 21 23 6 16 19 12]
2	:invoke	:broadcast	24
2	:ok	:broadcast	24
3	:invoke	:broadcast	25
3	:ok	:broadcast	25
4	:invoke	:read	nil
4	:ok	:read	[9 12 18 23 24 25 2 4 6 20 21 0 17 19 3 5 8 13 14 22 1 7 10 11 15 16]
0	:invoke	:broadcast	26
0	:ok	:broadcast	26
0	:invoke	:broadcast	27
0	:ok	:broadcast	27
1	:invoke	:broadcast	28
1	:ok	:broadcast	28
2	:invoke	:read	nil
2	:ok	:read	[0 3 24 26 12 14 27 1 4 19 7 16 25 28 2 6 17 18 5 13 15 20 21 8 9 10 11 23 22]
3	:invoke	:read	nil
