0	:invoke	:read	nil
0	:ok	:read	[]
1	:invoke	:broadcast	0
1	:ok	:broadcast	0
2	:invoke	:read	nil
2	:ok	:read	[0]
3	:invoke	:read	nil
4	:invoke	:read	nil
0	:invoke	:read	nil
1	:invoke	:broadcast	1
2	:invoke	:read	nil
2	:ok	:read	[0]
2	:invoke	:broadcast	2
2	:ok	:broadcast	2
2	:invoke	:broadcast	3
2	:ok	:broadcast	3
2	:invoke	:read	nil
2	:ok	:read	[0 2 3]
2	:invoke	:broadcast	4
2	:ok	:broadcast	4
2	:invoke	:broadcast	5
2	:ok	:broadcast	5
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5]
2	:invoke	:broadcast	6
2	:ok	:broadcast	6
2	:invoke	:broadcast	7
2	:ok	:broadcast	7
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7]
2	:invoke	:broadcast	8
2	:ok	:broadcast	8
2	:invoke	:broadcast	9
2	:ok	:broadcast	9
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9]
2	:invoke	:broadcast	10
2	:ok	:broadcast	10
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10]
2	:invoke	:broadcast	11
2	:ok	:broadcast	11
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11]
2	:invoke	:broadcast	12
2	:ok	:broadcast	12
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12]
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12]
2	:invoke	:broadcast	13
2	:ok	:broadcast	13
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12 13]
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12 13]
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12 13]
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12 13]
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12 13]
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12 13]
2	:invoke	:broadcast	14
2	:ok	:broadcast	14
2	:invoke	:broadcast	15
2	:ok	:broadcast	15
2	:invoke	:broadcast	16
2	:ok	:broadcast	16
2	:invoke	:broadcast	17
2	:ok	:broadcast	17
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17]
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17]
2	:invoke	:broadcast	18
2	:ok	:broadcast	18
2	:invoke	:broadcast	19
2	:ok	:broadcast	19
2	:invoke	:broadcast	20
2	:ok	:broadcast	20
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20]
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20]
2	:invoke	:broadcast	21
2	:ok	:broadcast	21
3	:fail	:read	nil	:net-timeout
2	:invoke	:broadcast	22
2	:ok	:broadcast	22
4	:fail	:read	nil	:net-timeout
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22]
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22]
0	:fail	:read	nil	:net-timeout
1	:info	:broadcast	1	:net-timeout
6	:invoke	:read	nil
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22]
3	:invoke	:read	nil
4	:invoke	:broadcast	23
0	:invoke	:read	nil
2	:invoke	:broadcast	24
2	:ok	:broadcast	24
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24]
2	:invoke	:read	nil
