0	:invoke	:read	nil
0	:ok	:read	[]
1	:invoke	:read	nil
1	:ok	:read	[]
2	:invoke	:read	nil
2	:ok	:read	[]
3	:invoke	:read	nil
3	:ok	:read	[]
4	:invoke	:read	nil
4	:ok	:read	[]
0	:invoke	:broadcast	0
0	:ok	:broadcast	0
0	:invoke	:broadcast	1
1	:invoke	:read	nil
1	:ok	:read	[0]
2	:invoke	:broadcast	2
2	:ok	:broadcast	2
3	:invoke	:broadcast	3
4	:invoke	:read	nil
3	:ok	:broadcast	3
4	:ok	:read	[0 2]
1	:invoke	:read	nil
1	:ok	:read	[0 2 3]
1	:invoke	:read	nil
1	:ok	:read	[3 0 2]
1	:invoke	:broadcast	4
1	:ok	:broadcast	4
2	:invoke	:read	nil
3	:invoke	:read	nil
4	:invoke	:read	nil
4	:ok	:read	[0 2 3 4]
1	:invoke	:broadcast	5
4	:invoke	:broadcast	6
4	:ok	:broadcast	6
4	:invoke	:broadcast	7
4	:ok	:broadcast	7
4	:invoke	:broadcast	8
4	:ok	:broadcast	8
4	:invoke	:read	nil
4	:ok	:read	[2 3 4 6 7 8 0]
4	:invoke	:broadcast	9
4	:ok	:broadcast	9
4	:invoke	:read	nil
4	:ok	:read	[4 6 7 8 9 0 2 3]
4	:invoke	:read	nil
4	:ok	:read	[8 9 0 2 3 4 6 7]
4	:invoke	:broadcast	10
4	:ok	:broadcast	10
4	:invoke	:broadcast	11
4	:ok	:broadcast	11
4	:invoke	:broadcast	12
4	:ok	:broadcast	12
4	:invoke	:broadcast	13
4	:ok	:broadcast	13
4	:invoke	:read	nil
4	:ok	:read	[4 7 11 12 2 3 6 8 9 10 13 0]
4	:invoke	:broadcast	14
4	:ok	:broadcast	14
4	:invoke	:read	nil
4	:ok	:read	[4 7 11 8 14 2 12 0 3 6 9 10 13]
4	:invoke	:broadcast	15
4	:ok	:broadcast	15
4	:invoke	:read	nil
4	:ok	:read	[2 12 0 3 6 9 10 13 4 7 11 15 8 14]
4	:invoke	:read	nil
4	:ok	:read	[0 3 6 9 10 13 4 7 11 15 8 14 2 12]
4	:invoke	:read	nil
4	:ok	:read	[8 14 2 12 9 10 13 0 3 6 15 4 7 11]
4	:invoke	:broadcast	16
4	:ok	:broadcast	16
4	:invoke	:read	nil
4	:ok	:read	[8 14 16 2 12 13 0 3 6 9 10 4 7 11 15]
4	:invoke	:read	nil
4	:ok	:read	[8 14 16 2 12 9 10 13 0 3 6 15 4 7 11]
4	:invoke	:read	nil
4	:ok	:read	[2 12 0 3 6 9 10 13 4 7 11 15 8 14 16]
4	:invoke	:broadcast	17
4	:ok	:broadcast	17
4	:invoke	:broadcast	18
4	:ok	:broadcast	18
4	:invoke	:broadcast	19
4	:ok	:broadcast	19
4	:invoke	:broadcast	20
4	:ok	:broadcast	20
4	:invoke	:broadcast	21
4	:ok	:broadcast	21
4	:invoke	:broadcast	22
4	:ok	:broadcast	22
4	:invoke	:broadcast	23
4	:ok	:broadcast	23
4	:invoke	:read	nil
4	:ok	:read	[7 11 15 20 21 4 14 16 22 8 12 18 19 2 3 6 9 10 13 17 23 0]
4	:invoke	:broadcast	24
4	:ok	:broadcast	24
4	:invoke	:broadcast	25
4	:ok	:broadcast	25
4	:invoke	:broadcast	26
4	:ok	:broadcast	26
4	:invoke	:broadcast	27
4	:ok	:broadcast	27
4	:invoke	:broadcast	28
4	:ok	:broadcast	28
4	:invoke	:read	nil
4	:ok	:read	[9 15 21 24 27 8 14 16 22 12 18 19 23 0 3 6 10 13 17 28 4 7 11 20 25 26 2]
4	:invoke	:broadcast	29
4	:ok	:broadcast	29
4	:invoke	:read	nil
4	:ok	:read	[8 14 16 22 12 18 19 0 3 6 10 13 17 23 29 4 7 11 20 25 26 28 2 9 15 21 24 27]
4	:invoke	:read	nil
4	:ok	:read	[12 18 19 13 17 23 29 0 3 6 10 25 26 28 4 7 11 20 2 9 15 21 24 27 8 14 16 22]
0	:info	:broadcast	1	:net-timeout
4	:invoke	:broadcast	30
4	:ok	:broadcast	30
4	:invoke	:read	nil
